yyyy,mm,tmax,tmin,af,rain,sun,status,station,lat,lng,height
1941.0,1.0,,,---,74.7,---,,Aberporth,52.139,-4.570,133
1941.0,2.0,,,---,69.1,---,,Aberporth,52.139,-4.570,133
1941.0,3.0,,,---,76.2,---,,Aberporth,52.139,-4.570,133
1941.0,4.0,,,---,33.7,---,,Aberporth,52.139,-4.570,133
1941.0,5.0,,,---,51.3,---,,Aberporth,52.139,-4.570,133
1941.0,6.0,,,---,25.7,---,,Aberporth,52.139,-4.570,133
1941.0,7.0,,,---,53.9,---,,Aberporth,52.139,-4.570,133
1941.0,8.0,,,---,91.8,---,,Aberporth,52.139,-4.570,133
1941.0,9.0,,,---,25.5,---,,Aberporth,52.139,-4.570,133
1941.0,10.0,,,---,106.2,---,,Aberporth,52.139,-4.570,133
1941.0,11.0,,,---,92.3,---,,Aberporth,52.139,-4.570,133
1941.0,12.0,,,---,86.5,---,,Aberporth,52.139,-4.570,133
1942.0,1.0,5.8,2.1,---,114.0,58.0,,Aberporth,52.139,-4.570,133
1942.0,2.0,4.2,-0.6,---,13.8,80.3,,Aberporth,52.139,-4.570,133
1942.0,3.0,9.7,3.7,---,58.0,117.9,,Aberporth,52.139,-4.570,133
1942.0,4.0,13.1,5.3,---,42.5,200.1,,Aberporth,52.139,-4.570,133
1942.0,5.0,14.0,6.9,---,101.1,215.1,,Aberporth,52.139,-4.570,133
1942.0,6.0,16.2,9.9,---,2.3,269.3,,Aberporth,52.139,-4.570,133
1942.0,7.0,17.4,11.3,---,70.2,185.0,,Aberporth,52.139,-4.570,133
1942.0,8.0,18.7,12.3,---,78.5,141.9,,Aberporth,52.139,-4.570,133
1942.0,9.0,16.4,10.7,---,146.8,129.1,,Aberporth,52.139,-4.570,133
1942.0,10.0,13.1,8.2,---,131.1,82.1,,Aberporth,52.139,-4.570,133
1942.0,11.0,9.2,4.6,---,19.8,62.9,,Aberporth,52.139,-4.570,133
1942.0,12.0,9.6,6.2,---,183.9,31.4,,Aberporth,52.139,-4.570,133
1943.0,1.0,8.2,3.5,---,176.7,41.4,,Aberporth,52.139,-4.570,133
1943.0,2.0,8.9,4.6,---,65.4,68.6,,Aberporth,52.139,-4.570,133
1943.0,3.0,10.2,4.1,---,21.0,156.2,,Aberporth,52.139,-4.570,133
1943.0,4.0,13.0,6.8,---,39.4,178.3,,Aberporth,52.139,-4.570,133
1943.0,5.0,14.1,7.4,---,83.5,233.3,,Aberporth,52.139,-4.570,133
1943.0,6.0,15.9,9.8,---,58.7,223.8,,Aberporth,52.139,-4.570,133
1943.0,7.0,18.6,11.7,---,57.3,240.5,,Aberporth,52.139,-4.570,133
1943.0,8.0,18.1,12.0,---,86.5,148.0,,Aberporth,52.139,-4.570,133
1943.0,9.0,15.8,10.0,---,127.1,110.6,,Aberporth,52.139,-4.570,133
1943.0,10.0,13.6,8.3,---,120.3,93.7,,Aberporth,52.139,-4.570,133
1943.0,11.0,9.7,5.9,---,93.0,47.4,,Aberporth,52.139,-4.570,133
1943.0,12.0,6.9,2.7,---,63.6,75.3,,Aberporth,52.139,-4.570,133
1944.0,1.0,9.2,5.8,---,87.9,23.7,,Aberporth,52.139,-4.570,133
1944.0,2.0,6.5,3.1,---,34.0,72.5,,Aberporth,52.139,-4.570,133
1944.0,3.0,8.6,3.1,---,17.0,153.2,,Aberporth,52.139,-4.570,133
1944.0,4.0,12.7,6.6,---,44.9,157.1,,Aberporth,52.139,-4.570,133
1944.0,5.0,13.8,7.0,---,37.2,242.3,,Aberporth,52.139,-4.570,133
1944.0,6.0,15.4,9.9,---,53.2,182.2,,Aberporth,52.139,-4.570,133
1944.0,7.0,18.2,12.6,---,54.5,112.7,,Aberporth,52.139,-4.570,133
1944.0,8.0,19.7,12.8,---,100.2,220.9,,Aberporth,52.139,-4.570,133
1944.0,9.0,15.7,10.3,---,80.7,132.7,,Aberporth,52.139,-4.570,133
1944.0,10.0,12.1,7.8,---,131.9,91.0,,Aberporth,52.139,-4.570,133
1944.0,11.0,9.5,5.8,---,156.2,28.9,,Aberporth,52.139,-4.570,133
1944.0,12.0,7.7,4.3,---,71.9,58.5,,Aberporth,52.139,-4.570,133
1945.0,1.0,4.5,1.3,---,58.8,58.1,,Aberporth,52.139,-4.570,133
1945.0,2.0,9.6,5.1,---,110.7,80.4,,Aberporth,52.139,-4.570,133
1945.0,3.0,10.4,5.2,---,34.3,124.1,,Aberporth,52.139,-4.570,133
1945.0,4.0,13.3,6.6,---,55.1,205.1,,Aberporth,52.139,-4.570,133
1945.0,5.0,14.3,8.3,---,82.8,166.3,,Aberporth,52.139,-4.570,133
1945.0,6.0,16.5,10.2,---,68.5,193.7,,Aberporth,52.139,-4.570,133
1945.0,7.0,17.4,12.2,---,130.6,130.0,,Aberporth,52.139,-4.570,133
1945.0,8.0,18.1,11.9,---,41.9,164.2,,Aberporth,52.139,-4.570,133
1945.0,9.0,17.1,11.3,---,61.2,101.0,,Aberporth,52.139,-4.570,133
1945.0,10.0,15.2,9.1,---,66.9,117.5,,Aberporth,52.139,-4.570,133
1945.0,11.0,10.7,5.6,---,34.7,78.4,,Aberporth,52.139,-4.570,133
1945.0,12.0,8.9,5.1,---,116.2,36.1,,Aberporth,52.139,-4.570,133
1946.0,1.0,6.9,2.2,---,138.0,67.6,,Aberporth,52.139,-4.570,133
1946.0,2.0,8.2,4.9,---,78.6,53.0,,Aberporth,52.139,-4.570,133
1946.0,3.0,8.7,2.6,---,28.9,146.9,,Aberporth,52.139,-4.570,133
1946.0,4.0,12.8,6.3,---,30.9,192.2,,Aberporth,52.139,-4.570,133
1946.0,5.0,14.1,6.7,---,59.3,236.5,,Aberporth,52.139,-4.570,133
1946.0,6.0,14.6,8.8,---,79.4,197.5,,Aberporth,52.139,-4.570,133
1946.0,7.0,17.1,11.2,---,62.6,186.8,,Aberporth,52.139,-4.570,133
1946.0,8.0,16.3,11.0,---,121.6,159.9,,Aberporth,52.139,-4.570,133
1946.0,9.0,16.3,11.3,---,103.1,105.7,,Aberporth,52.139,-4.570,133
1946.0,10.0,,8.2,---,40.9,106.8,,Aberporth,52.139,-4.570,133
1946.0,11.0,,7.6,---,152.3,47.8,,Aberporth,52.139,-4.570,133
1946.0,12.0,7.2,3.1,---,106.6,56.7,,Aberporth,52.139,-4.570,133
1947.0,1.0,5.8,1.4,---,122.9,78.0,,Aberporth,52.139,-4.570,133
1947.0,2.0,,-2.7,---,53.9,50.0,,Aberporth,52.139,-4.570,133
1947.0,3.0,,2.2,---,191.1,80.3,,Aberporth,52.139,-4.570,133
1947.0,4.0,,5.1,---,85.6,162.1,,Aberporth,52.139,-4.570,133
1947.0,5.0,13.9,8.0,---,99.1,201.2,,Aberporth,52.139,-4.570,133
1947.0,6.0,17.0,10.4,---,67.4,161.5,,Aberporth,52.139,-4.570,133
1947.0,7.0,17.4,11.7,---,52.8,158.9,,Aberporth,52.139,-4.570,133
1947.0,8.0,21.4,13.2,---,20.2,278.3,,Aberporth,52.139,-4.570,133
1947.0,9.0,17.5,11.4,---,69.5,130.1,,Aberporth,52.139,-4.570,133
1947.0,10.0,14.2,8.0,---,29.9,136.9,,Aberporth,52.139,-4.570,133
1947.0,11.0,10.1,6.5,---,100.1,54.3,,Aberporth,52.139,-4.570,133
1947.0,12.0,7.7,4.9,---,92.9,29.7,,Aberporth,52.139,-4.570,133
1948.0,1.0,8.2,4.6,---,167.5,48.7,,Aberporth,52.139,-4.570,133
1948.0,2.0,7.4,2.9,---,56.8,89.6,,Aberporth,52.139,-4.570,133
1948.0,3.0,13.5,5.8,---,51.9,188.9,,Aberporth,52.139,-4.570,133
1948.0,4.0,11.4,4.8,---,36.4,213.7,,Aberporth,52.139,-4.570,133
1948.0,5.0,14.2,6.7,---,44.7,297.5,,Aberporth,52.139,-4.570,133
1948.0,6.0,14.7,9.8,---,59.4,145.0,,Aberporth,52.139,-4.570,133
1948.0,7.0,16.9,11.6,---,103.1,144.1,,Aberporth,52.139,-4.570,133
1948.0,8.0,17.0,11.8,---,102.4,146.7,,Aberporth,52.139,-4.570,133
1948.0,9.0,15.7,11.1,---,77.9,111.5,,Aberporth,52.139,-4.570,133
1948.0,10.0,13.3,8.5,---,87.4,93.6,,Aberporth,52.139,-4.570,133
1948.0,11.0,11.5,6.9,---,95.6,78.6,,Aberporth,52.139,-4.570,133
1948.0,12.0,8.5,4.2,---,175.9,87.2,,Aberporth,52.139,-4.570,133
1949.0,1.0,8.6,5.0,---,44.0,60.0,,Aberporth,52.139,-4.570,133
1949.0,2.0,8.7,4.4,---,36.6,105.0,,Aberporth,52.139,-4.570,133
1949.0,3.0,8.7,3.3,---,44.4,158.8,,Aberporth,52.139,-4.570,133
1949.0,4.0,,6.7,---,74.8,161.9,,Aberporth,52.139,-4.570,133
1949.0,5.0,13.4,6.6,---,67.9,247.2,,Aberporth,52.139,-4.570,133
1949.0,6.0,17.4,11.3,---,24.6,286.1,,Aberporth,52.139,-4.570,133
1949.0,7.0,19.9,12.5,---,45.0,267.5,,Aberporth,52.139,-4.570,133
1949.0,8.0,19.0,12.8,---,59.1,202.3,,Aberporth,52.139,-4.570,133
1949.0,9.0,19.5,12.5,---,28.3,188.4,,Aberporth,52.139,-4.570,133
1949.0,10.0,15.2,9.9,---,181.1,83.8,,Aberporth,52.139,-4.570,133
1949.0,11.0,10.2,6.1,---,147.6,63.8,,Aberporth,52.139,-4.570,133
1949.0,12.0,8.7,5.4,---,115.3,40.1,,Aberporth,52.139,-4.570,133
1950.0,1.0,7.3,3.2,---,29.9,66.6,,Aberporth,52.139,-4.570,133
1950.0,2.0,8.3,3.9,---,176.7,50.2,,Aberporth,52.139,-4.570,133
1950.0,3.0,10.8,4.8,---,57.5,147.7,,Aberporth,52.139,-4.570,133
1950.0,4.0,10.3,5.3,---,84.9,137.8,,Aberporth,52.139,-4.570,133
1950.0,5.0,14.7,7.6,---,60.5,243.0,,Aberporth,52.139,-4.570,133
1950.0,6.0,17.9,11.2,---,40.3,249.5,,Aberporth,52.139,-4.570,133
1950.0,7.0,17.9,12.0,---,63.4,190.2,,Aberporth,52.139,-4.570,133
1950.0,8.0,17.4,11.5,---,158.2,165.8,,Aberporth,52.139,-4.570,133
1950.0,9.0,15.3,10.7,---,208.8,100.7,,Aberporth,52.139,-4.570,133
1950.0,10.0,12.9,8.0,---,91.9,108.1,,Aberporth,52.139,-4.570,133
1950.0,11.0,9.1,4.8,---,170.3,69.5,,Aberporth,52.139,-4.570,133
1950.0,12.0,4.7,1.7,---,119.5,33.3,,Aberporth,52.139,-4.570,133
1951.0,1.0,6.7,3.2,---,89.3,49.7,,Aberporth,52.139,-4.570,133
1951.0,2.0,6.4,2.0,---,92.9,92.8,,Aberporth,52.139,-4.570,133
1951.0,3.0,6.9,2.2,---,112.6,87.9,,Aberporth,52.139,-4.570,133
1951.0,4.0,9.6,3.7,---,77.1,196.6,,Aberporth,52.139,-4.570,133
1951.0,5.0,12.5,6.3,---,65.7,188.7,,Aberporth,52.139,-4.570,133
1951.0,6.0,16.3,9.4,---,27.1,246.3,,Aberporth,52.139,-4.570,133
1951.0,7.0,18.3,11.8,---,78.0,227.3,,Aberporth,52.139,-4.570,133
1951.0,8.0,16.9,11.3,---,136.5,154.0,,Aberporth,52.139,-4.570,133
1951.0,9.0,16.4,11.8,---,112.1,78.3,,Aberporth,52.139,-4.570,133
1951.0,10.0,13.6,8.1,---,35.3,132.8,,Aberporth,52.139,-4.570,133
1951.0,11.0,11.0,7.2,---,168.8,59.1,,Aberporth,52.139,-4.570,133
1951.0,12.0,8.7,5.4,---,141.6,51.8,,Aberporth,52.139,-4.570,133
1952.0,1.0,6.2,2.8,---,122.6,63.8,,Aberporth,52.139,-4.570,133
1952.0,2.0,6.9,2.2,---,36.3,89.2,,Aberporth,52.139,-4.570,133
1952.0,3.0,9.4,4.7,---,49.1,112.7,,Aberporth,52.139,-4.570,133
1952.0,4.0,12.3,5.6,---,80.6,146.6,,Aberporth,52.139,-4.570,133
1952.0,5.0,15.2,8.9,---,112.7,203.6,,Aberporth,52.139,-4.570,133
1952.0,6.0,15.8,9.9,---,87.0,202.4,,Aberporth,52.139,-4.570,133
1952.0,7.0,18.6,12.4,---,49.1,170.5,,Aberporth,52.139,-4.570,133
1952.0,8.0,17.9,12.1,---,121.5,176.3,,Aberporth,52.139,-4.570,133
1952.0,9.0,14.2,8.8,---,113.1,147.3,,Aberporth,52.139,-4.570,133
1952.0,10.0,12.5,8.0,---,115.7,116.9,,Aberporth,52.139,-4.570,133
1952.0,11.0,7.8,4.3,---,93.0,64.9,,Aberporth,52.139,-4.570,133
1952.0,12.0,6.9,3.1,---,96.1,56.4,,Aberporth,52.139,-4.570,133
1953.0,1.0,6.8,2.9,---,43.1,56.2,,Aberporth,52.139,-4.570,133
1953.0,2.0,7.4,2.8,---,46.6,55.1,,Aberporth,52.139,-4.570,133
1953.0,3.0,9.8,2.4,---,60.0,165.9,,Aberporth,52.139,-4.570,133
1953.0,4.0,10.2,4.0,---,66.8,213.4,,Aberporth,52.139,-4.570,133
1953.0,5.0,15.2,8.6,---,55.1,228.8,,Aberporth,52.139,-4.570,133
1953.0,6.0,15.7,9.6,---,58.7,221.6,,Aberporth,52.139,-4.570,133
1953.0,7.0,17.2,11.7,---,60.5,217.1,,Aberporth,52.139,-4.570,133
1953.0,8.0,18.3,12.2,---,83.5,201.8,,Aberporth,52.139,-4.570,133
1953.0,9.0,16.2,11.2,---,110.3,148.7,,Aberporth,52.139,-4.570,133
1953.0,10.0,13.6,7.8,---,82.0,126.9,,Aberporth,52.139,-4.570,133
1953.0,11.0,11.2,7.4,---,126.5,63.3,,Aberporth,52.139,-4.570,133
1953.0,12.0,10.1,7.0,---,42.6,48.6,,Aberporth,52.139,-4.570,133
1954.0,1.0,6.3,2.9,---,78.6,69.3,,Aberporth,52.139,-4.570,133
1954.0,2.0,6.4,1.5,---,72.8,93.0,,Aberporth,52.139,-4.570,133
1954.0,3.0,9.1,3.8,---,83.2,134.8,,Aberporth,52.139,-4.570,133
1954.0,4.0,11.3,4.2,---,21.7,237.0,,Aberporth,52.139,-4.570,133
1954.0,5.0,13.3,7.6,---,83.4,160.7,,Aberporth,52.139,-4.570,133
1954.0,6.0,15.3,9.7,---,86.2,181.9,,Aberporth,52.139,-4.570,133
1954.0,7.0,15.8,11.1,---,64.2,126.3,,Aberporth,52.139,-4.570,133
1954.0,8.0,16.1,11.2,---,83.4,149.7,,Aberporth,52.139,-4.570,133
1954.0,9.0,15.3,10.2,---,90.1,171.7,,Aberporth,52.139,-4.570,133
1954.0,10.0,14.1,10.3,---,189.1,55.0,,Aberporth,52.139,-4.570,133
1954.0,11.0,10.4,5.9,---,232.3,58.4,,Aberporth,52.139,-4.570,133
1954.0,12.0,9.2,6.2,---,102.2,42.5,,Aberporth,52.139,-4.570,133
1955.0,1.0,6.1,2.4,---,70.2,46.7,,Aberporth,52.139,-4.570,133
1955.0,2.0,4.6,0.2,---,48.6,88.1,,Aberporth,52.139,-4.570,133
1955.0,3.0,6.9,0.5,---,83.5,195.8,,Aberporth,52.139,-4.570,133
1955.0,4.0,11.9,5.4,---,59.9,186.3,,Aberporth,52.139,-4.570,133
1955.0,5.0,12.6,6.9,---,70.1,207.6,,Aberporth,52.139,-4.570,133
1955.0,6.0,16.5,10.9,---,94.1,189.3,,Aberporth,52.139,-4.570,133
1955.0,7.0,19.2,11.6,---,14.7,342.1,,Aberporth,52.139,-4.570,133
1955.0,8.0,21.3,14.0,---,29.9,240.6,,Aberporth,52.139,-4.570,133
1955.0,9.0,17.2,11.6,---,58.9,170.6,,Aberporth,52.139,-4.570,133
1955.0,10.0,12.9,8.0,---,72.0,122.4,,Aberporth,52.139,-4.570,133
1955.0,11.0,10.3,5.2,---,55.7,94.2,,Aberporth,52.139,-4.570,133
1955.0,12.0,9.1,5.6,---,130.2,35.7,,Aberporth,52.139,-4.570,133
1956.0,1.0,7.1,3.6,---,102.0,52.3,,Aberporth,52.139,-4.570,133
1956.0,2.0,3.4,-1.8,---,18.9,113.4,,Aberporth,52.139,-4.570,133
1956.0,3.0,10.6,3.9,---,33.4,189.4,,Aberporth,52.139,-4.570,133
1956.0,4.0,10.6,3.8,---,24.2,179.9,,Aberporth,52.139,-4.570,133
1956.0,5.0,14.5,7.7,---,25.7,262.5,,Aberporth,52.139,-4.570,133
1956.0,6.0,15.0,9.3,---,56.6,216.8,,Aberporth,52.139,-4.570,133
1956.0,7.0,17.6,12.0,---,82.8,193.8,,Aberporth,52.139,-4.570,133
1956.0,8.0,15.7,10.7,---,103.2,181.7,,Aberporth,52.139,-4.570,133
1956.0,9.0,16.9,11.9,---,107.8,93.4,,Aberporth,52.139,-4.570,133
1956.0,10.0,12.7,8.2,---,42.8,113.4,,Aberporth,52.139,-4.570,133
1956.0,11.0,9.1,6.0,---,66.0,48.8,,Aberporth,52.139,-4.570,133
1956.0,12.0,8.5,5.4,---,114.6,33.8,,Aberporth,52.139,-4.570,133
1957.0,1.0,8.6,3.9,2,80.6,55.6,,Aberporth,52.139,-4.570,133
1957.0,2.0,8.5,3.2,2,85.1,105.2,,Aberporth,52.139,-4.570,133
1957.0,3.0,12.2,7.4,0,83.1,98.3,,Aberporth,52.139,-4.570,133
1957.0,4.0,11.3,6.2,0,7.4,181.1,,Aberporth,52.139,-4.570,133
1957.0,5.0,13.6,7.4,0,54.1,268.7,,Aberporth,52.139,-4.570,133
1957.0,6.0,18.2,10.6,0,48.5,327.0,,Aberporth,52.139,-4.570,133
1957.0,7.0,17.7,12.7,0,123.2,142.8,,Aberporth,52.139,-4.570,133
1957.0,8.0,17.7,12.5,0,52.3,153.4,,Aberporth,52.139,-4.570,133
1957.0,9.0,15.3,11.1,0,187.7,108.3,,Aberporth,52.139,-4.570,133
1957.0,10.0,13.8,9.3,0,101.2,77.4,,Aberporth,52.139,-4.570,133
1957.0,11.0,9.2,5.1,1,59.0,63.0,,Aberporth,52.139,-4.570,133
1957.0,12.0,8.4,3.3,3,76.5,66.7,,Aberporth,52.139,-4.570,133
1958.0,1.0,7.7,3.2,7,100.2,50.9,,Aberporth,52.139,-4.570,133
1958.0,2.0,8.4,3.7,2,100.7,57.3,,Aberporth,52.139,-4.570,133
1958.0,3.0,7.6,1.7,8,21.1,128.8,,Aberporth,52.139,-4.570,133
1958.0,4.0,10.6,4.6,4,17.8,169.0,,Aberporth,52.139,-4.570,133
1958.0,5.0,13.4,7.8,0,95.3,190.8,,Aberporth,52.139,-4.570,133
1958.0,6.0,16.0,10.0,0,86.9,203.3,,Aberporth,52.139,-4.570,133
1958.0,7.0,17.1,11.7,0,113.7,161.5,,Aberporth,52.139,-4.570,133
1958.0,8.0,17.2,12.7,0,108.0,122.2,,Aberporth,52.139,-4.570,133
1958.0,9.0,17.6,12.1,0,184.5,141.5,,Aberporth,52.139,-4.570,133
1958.0,10.0,13.1,9.0,0,94.5,80.5,,Aberporth,52.139,-4.570,133
1958.0,11.0,10.4,5.8,0,73.6,52.9,,Aberporth,52.139,-4.570,133
1958.0,12.0,8.3,3.8,1,82.8,47.1,,Aberporth,52.139,-4.570,133
1959.0,1.0,6.4,2.1,5,118.0,72.1,,Aberporth,52.139,-4.570,133
1959.0,2.0,8.8,2.9,6,10.8,94.5,,Aberporth,52.139,-4.570,133
1959.0,3.0,10.1,5.2,0,94.1,113.1,,Aberporth,52.139,-4.570,133
1959.0,4.0,11.5,6.4,0,84.0,155.6,,Aberporth,52.139,-4.570,133
1959.0,5.0,15.5,8.9,0,46.2,255.1,,Aberporth,52.139,-4.570,133
1959.0,6.0,17.3,10.9,0,34.9,284.4,,Aberporth,52.139,-4.570,133
1959.0,7.0,19.1,12.7,0,55.5,243.8,,Aberporth,52.139,-4.570,133
1959.0,8.0,19.1,13.0,0,17.2,214.7,,Aberporth,52.139,-4.570,133
1959.0,9.0,19.6,11.5,0,8.9,217.4,,Aberporth,52.139,-4.570,133
1959.0,10.0,16.2,10.8,0,157.4,114.1,,Aberporth,52.139,-4.570,133
1959.0,11.0,10.5,6.6,0,229.9,46.9,,Aberporth,52.139,-4.570,133
1959.0,12.0,9.1,4.9,0,148.9,35.4,,Aberporth,52.139,-4.570,133
1960.0,1.0,7.9,3.4,4,131.0,58.7,,Aberporth,52.139,-4.570,133
1960.0,2.0,7.1,2.3,5,112.5,75.5,,Aberporth,52.139,-4.570,133
1960.0,3.0,10.0,4.2,0,58.3,110.8,,Aberporth,52.139,-4.570,133
1960.0,4.0,10.9,5.6,0,92.1,187.7,,Aberporth,52.139,-4.570,133
1960.0,5.0,15.5,9.2,0,46.9,199.2,,Aberporth,52.139,-4.570,133
1960.0,6.0,18.0,11.6,0,43.4,245.7,,Aberporth,52.139,-4.570,133
1960.0,7.0,17.0,11.9,0,89.4,165.0,,Aberporth,52.139,-4.570,133
1960.0,8.0,17.0,12.0,0,98.5,169.9,,Aberporth,52.139,-4.570,133
1960.0,9.0,15.7,10.6,0,138.4,135.2,,Aberporth,52.139,-4.570,133
1960.0,10.0,13.0,8.4,0,150.8,73.9,,Aberporth,52.139,-4.570,133
1960.0,11.0,10.3,5.8,0,204.7,49.3,,Aberporth,52.139,-4.570,133
1960.0,12.0,7.3,2.8,6,126.1,66.7,,Aberporth,52.139,-4.570,133
1961.0,1.0,7.2,2.3,7,117.5,37.5,,Aberporth,52.139,-4.570,133
1961.0,2.0,9.5,5.6,0,72.2,51.9,,Aberporth,52.139,-4.570,133
1961.0,3.0,11.0,5.7,0,14.6,118.3,,Aberporth,52.139,-4.570,133
1961.0,4.0,12.4,6.7,0,120.1,123.1,,Aberporth,52.139,-4.570,133
1961.0,5.0,13.8,7.7,0,40.0,244.5,,Aberporth,52.139,-4.570,133
1961.0,6.0,16.7,10.2,0,33.2,230.3,,Aberporth,52.139,-4.570,133
1961.0,7.0,16.9,11.6,0,50.3,185.8,,Aberporth,52.139,-4.570,133
1961.0,8.0,17.6,12.1,0,100.1,170.2,,Aberporth,52.139,-4.570,133
1961.0,9.0,17.7,11.9,0,112.9,136.6,,Aberporth,52.139,-4.570,133
1961.0,10.0,13.4,8.5,0,173.8,83.3,,Aberporth,52.139,-4.570,133
1961.0,11.0,9.5,5.1,0,63.5,59.6,,Aberporth,52.139,-4.570,133
1961.0,12.0,6.5,1.7,15,73.2,87.8,,Aberporth,52.139,-4.570,133
1962.0,1.0,7.8,2.8,4,113.3,59.5,,Aberporth,52.139,-4.570,133
1962.0,2.0,7.4,3.2,5,28.9,58.3,,Aberporth,52.139,-4.570,133
1962.0,3.0,6.4,0.5,14,37.6,140.2,,Aberporth,52.139,-4.570,133
1962.0,4.0,10.3,4.4,1,73.4,182.6,,Aberporth,52.139,-4.570,133
1962.0,5.0,12.1,7.3,0,52.3,176.0,,Aberporth,52.139,-4.570,133
1962.0,6.0,16.0,9.3,0,39.0,242.2,,Aberporth,52.139,-4.570,133
1962.0,7.0,17.0,11.4,0,53.8,149.0,,Aberporth,52.139,-4.570,133
1962.0,8.0,16.2,11.5,0,96.5,153.7,,Aberporth,52.139,-4.570,133
1962.0,9.0,15.0,10.4,0,130.8,102.1,,Aberporth,52.139,-4.570,133
1962.0,10.0,13.9,8.2,0,44.0,126.5,,Aberporth,52.139,-4.570,133
1962.0,11.0,8.9,4.6,0,72.3,43.9,,Aberporth,52.139,-4.570,133
1962.0,12.0,6.4,1.8,9,69.2,64.3,,Aberporth,52.139,-4.570,133
1963.0,1.0,1.3,-3.5,26,17.3,98.5,,Aberporth,52.139,-4.570,133
1963.0,2.0,3.3,-1.9,22,27.1,100.5,,Aberporth,52.139,-4.570,133
1963.0,3.0,8.9,3.9,2,109.9,106.4,,Aberporth,52.139,-4.570,133
1963.0,4.0,10.9,5.4,0,87.6,134.2,,Aberporth,52.139,-4.570,133
1963.0,5.0,12.6,7.1,0,52.8,183.5,,Aberporth,52.139,-4.570,133
1963.0,6.0,16.9,10.7,0,85.3,195.6,,Aberporth,52.139,-4.570,133
1963.0,7.0,17.3,11.4,0,36.3,153.1,,Aberporth,52.139,-4.570,133
1963.0,8.0,16.3,11.5,0,62.9,124.5,,Aberporth,52.139,-4.570,133
1963.0,9.0,15.8,10.3,0,50.3,133.7,,Aberporth,52.139,-4.570,133
1963.0,10.0,13.8,9.0,0,54.7,70.8,,Aberporth,52.139,-4.570,133
1963.0,11.0,11.1,6.9,0,187.9,60.1,,Aberporth,52.139,-4.570,133
1963.0,12.0,6.2,1.2,12,24.1,80.4,,Aberporth,52.139,-4.570,133
1964.0,1.0,6.9,2.5,6,20.2,40.1,,Aberporth,52.139,-4.570,133
1964.0,2.0,7.3,2.9,6,20.2,76.5,,Aberporth,52.139,-4.570,133
1964.0,3.0,7.9,2.8,4,55.1,108.5,,Aberporth,52.139,-4.570,133
1964.0,4.0,11.0,5.6,0,53.2,131.4,,Aberporth,52.139,-4.570,133
1964.0,5.0,15.3,9.2,0,55.3,188.2,,Aberporth,52.139,-4.570,133
1964.0,6.0,15.6,10.3,0,48.8,142.2,,Aberporth,52.139,-4.570,133
1964.0,7.0,17.2,12.2,0,53.4,158.1,,Aberporth,52.139,-4.570,133
1964.0,8.0,17.7,12.0,0,45.7,195.8,,Aberporth,52.139,-4.570,133
1964.0,9.0,17.3,11.1,0,34.1,154.4,,Aberporth,52.139,-4.570,133
1964.0,10.0,12.8,7.4,0,90.4,117.6,,Aberporth,52.139,-4.570,133
1964.0,11.0,11.0,6.2,1,60.2,72.3,,Aberporth,52.139,-4.570,133
1964.0,12.0,7.8,2.4,5,144.3,49.1,,Aberporth,52.139,-4.570,133
1965.0,1.0,6.8,2.5,9,110.7,77.0,,Aberporth,52.139,-4.570,133
1965.0,2.0,5.6,1.4,8,13.0,57.1,,Aberporth,52.139,-4.570,133
1965.0,3.0,9.2,3.2,6,75.0,136.6,,Aberporth,52.139,-4.570,133
1965.0,4.0,11.0,5.2,0,52.6,188.9,,Aberporth,52.139,-4.570,133
1965.0,5.0,14.2,8.2,0,34.2,179.6,,Aberporth,52.139,-4.570,133
1965.0,6.0,15.8,9.9,0,83.2,204.7,,Aberporth,52.139,-4.570,133
1965.0,7.0,16.1,10.9,0,52.2,162.2,,Aberporth,52.139,-4.570,133
1965.0,8.0,17.7,12.0,0,37.5,189.1,,Aberporth,52.139,-4.570,133
1965.0,9.0,14.5,9.5,0,110.8,114.3,,Aberporth,52.139,-4.570,133
1965.0,10.0,15.1,8.8,0,35.6,156.9,,Aberporth,52.139,-4.570,133
1965.0,11.0,8.1,3.6,6,110.8,85.5,,Aberporth,52.139,-4.570,133
1965.0,12.0,8.8,4.2,3,186.1,53.9,,Aberporth,52.139,-4.570,133
1966.0,1.0,6.0,2.2,11,54.7,44.3,,Aberporth,52.139,-4.570,133
1966.0,2.0,8.3,4.2,3,120.4,45.4,,Aberporth,52.139,-4.570,133
1966.0,3.0,9.3,4.8,0,23.9,112.5,,Aberporth,52.139,-4.570,133
1966.0,4.0,10.7,5.1,2,107.9,113.7,,Aberporth,52.139,-4.570,133
1966.0,5.0,13.8,7.3,0,62.8,242.0,,Aberporth,52.139,-4.570,133
1966.0,6.0,16.8,11.2,0,79.3,165.4,,Aberporth,52.139,-4.570,133
1966.0,7.0,16.3,11.8,0,83.7,190.1,,Aberporth,52.139,-4.570,133
1966.0,8.0,17.0,11.1,0,54.1,187.1,,Aberporth,52.139,-4.570,133
1966.0,9.0,17.0,11.1,0,46.3,177.0,,Aberporth,52.139,-4.570,133
1966.0,10.0,13.1,8.0,0,155.9,110.9,,Aberporth,52.139,-4.570,133
1966.0,11.0,8.5,4.7,0,75.3,39.4,,Aberporth,52.139,-4.570,133
1966.0,12.0,8.9,4.9,0,102.3,34.0,,Aberporth,52.139,-4.570,133
