yyyy,mm,tmax,tmin,af,rain,sun,status,station,lat,lng,height
1959.0,10.0,18.0,7.5,0,---,167.6,,Cambridge,52.245,0.102,26
1959.0,11.0,10.2,3.2,6,---,59.9,,Cambridge,52.245,0.102,26
1959.0,12.0,8.7,3.2,2,---,36.7,,Cambridge,52.245,0.102,26
1960.0,1.0,6.7,1.6,12,---,36.3,,Cambridge,52.245,0.102,26
1960.0,2.0,7.5,1.4,9,---,72.7,,Cambridge,52.245,0.102,26
1960.0,3.0,9.7,2.9,5,---,61.6,,Cambridge,52.245,0.102,26
1960.0,4.0,14.0,4.5,2,---,162.7,,Cambridge,52.245,0.102,26
1960.0,5.0,18.5,8.2,0,---,202.6,,Cambridge,52.245,0.102,26
1960.0,6.0,21.7,10.4,0,---,260.2,,Cambridge,52.245,0.102,26
1960.0,7.0,20.1,11.4,0,---,154.7,,Cambridge,52.245,0.102,26
1960.0,8.0,20.6,10.9,0,---,159.8,,Cambridge,52.245,0.102,26
1960.0,9.0,17.7,9.5,0,---,125.0,,Cambridge,52.245,0.102,26
1960.0,10.0,14.0,7.6,0,---,71.8,,Cambridge,52.245,0.102,26
1960.0,11.0,10.6,4.6,0,---,65.4,,Cambridge,52.245,0.102,26
1960.0,12.0,6.5,2.1,5,---,48.6,,Cambridge,52.245,0.102,26
1961.0,1.0,6.2,1.0,5,55.9,50.5,,Cambridge,52.245,0.102,26
1961.0,2.0,10.3,4.3,0,50.4,65.9,,Cambridge,52.245,0.102,26
1961.0,3.0,13.7,3.3,1,5.2,170.4,,Cambridge,52.245,0.102,26
1961.0,4.0,14.9,6.2,0,44.5,101.0,,Cambridge,52.245,0.102,26
1961.0,5.0,16.4,6.4,0,23.6,218.4,,Cambridge,52.245,0.102,26
1961.0,6.0,21.4,9.8,0,32.7,243.2,,Cambridge,52.245,0.102,26
1961.0,7.0,20.9,11.3,0,32.8,185.6,,Cambridge,52.245,0.102,26
1961.0,8.0,21.3,11.6,0,50.3,182.6,,Cambridge,52.245,0.102,26
1961.0,9.0,20.4,11.5,0,63.8,131.1,,Cambridge,52.245,0.102,26
1961.0,10.0,15.3,7.3,0,57.8,141.4,,Cambridge,52.245,0.102,26
1961.0,11.0,9.4,2.9,6,41.5,72.7,,Cambridge,52.245,0.102,26
1961.0,12.0,5.5,-0.6,18,79.7,58.3,,Cambridge,52.245,0.102,26
1962.0,1.0,7.3,0.7,9,62.3,73.5,,Cambridge,52.245,0.102,26
1962.0,2.0,7.6,1.2,9,11.4,79.3,,Cambridge,52.245,0.102,26
1962.0,3.0,6.8,-1.4,17,26.5,102.4,,Cambridge,52.245,0.102,26
1962.0,4.0,12.3,4.1,1,38.8,139.5,,Cambridge,52.245,0.102,26
1962.0,5.0,14.5,6.6,1,45.9,160.1,,Cambridge,52.245,0.102,26
1962.0,6.0,19.6,8.0,0,0.5,289.6,,Cambridge,52.245,0.102,26
1962.0,7.0,19.4,11.0,0,56.0,126.4,,Cambridge,52.245,0.102,26
1962.0,8.0,19.9,11.0,0,55.1,182.1,,Cambridge,52.245,0.102,26
1962.0,9.0,17.5,8.9,0,73.6,129.6,,Cambridge,52.245,0.102,26
1962.0,10.0,14.9,6.5,1,32.5,104.4,,Cambridge,52.245,0.102,26
1962.0,11.0,8.2,2.6,8,35.5,34.2,,Cambridge,52.245,0.102,26
1962.0,12.0,4.6,-2.5,18,33.7,68.6,,Cambridge,52.245,0.102,26
1963.0,1.0,-0.1,-5.7,29,24.7,58.0,,Cambridge,52.245,0.102,26
1963.0,2.0,1.2,-3.5,27,13.2,59.0,,Cambridge,52.245,0.102,26
1963.0,3.0,9.9,2.8,7,50.3,102.6,,Cambridge,52.245,0.102,26
1963.0,4.0,13.4,4.7,3,41.0,124.9,,Cambridge,52.245,0.102,26
1963.0,5.0,15.8,6.3,0,43.5,189.5,,Cambridge,52.245,0.102,26
1963.0,6.0,20.6,10.0,0,43.0,201.8,,Cambridge,52.245,0.102,26
1963.0,7.0,20.6,10.6,0,52.4,170.1,,Cambridge,52.245,0.102,26
1963.0,8.0,19.0,10.6,0,100.4,119.6,,Cambridge,52.245,0.102,26
1963.0,9.0,17.9,9.3,0,44.1,134.0,,Cambridge,52.245,0.102,26
1963.0,10.0,14.3,8.0,0,48.6,78.4,,Cambridge,52.245,0.102,26
1963.0,11.0,11.4,5.2,1,78.6,52.8,,Cambridge,52.245,0.102,26
1963.0,12.0,5.0,-0.7,20,11.1,48.7,,Cambridge,52.245,0.102,26
1964.0,1.0,5.0,-0.3,15,18.7,45.8,,Cambridge,52.245,0.102,26
1964.0,2.0,7.4,1.8,8,16.6,70.8,,Cambridge,52.245,0.102,26
1964.0,3.0,6.7,1.5,10,76.2,52.4,,Cambridge,52.245,0.102,26
1964.0,4.0,12.9,5.1,2,59.1,113.9,,Cambridge,52.245,0.102,26
1964.0,5.0,19.6,8.7,0,21.5,208.5,,Cambridge,52.245,0.102,26
1964.0,6.0,18.7,10.4,0,94.7,150.7,,Cambridge,52.245,0.102,26
1964.0,7.0,22.2,12.2,0,40.2,198.0,,Cambridge,52.245,0.102,26
1964.0,8.0,21.6,11.5,0,21.8,200.2,,Cambridge,52.245,0.102,26
1964.0,9.0,20.5,8.9,0,12.1,196.1,,Cambridge,52.245,0.102,26
1964.0,10.0,13.3,4.6,0,27.1,114.2,,Cambridge,52.245,0.102,26
1964.0,11.0,10.5,4.0,6,34.8,63.0,,Cambridge,52.245,0.102,26
1964.0,12.0,6.5,0.1,17,37.3,48.7,,Cambridge,52.245,0.102,26
1965.0,1.0,6.1,0.9,16,47.4,78.3,,Cambridge,52.245,0.102,26
1965.0,2.0,5.6,0.6,10,15.1,29.1,,Cambridge,52.245,0.102,26
1965.0,3.0,10.0,1.1,11,51.8,125.0,,Cambridge,52.245,0.102,26
1965.0,4.0,12.9,4.2,2,42.4,122.2,,Cambridge,52.245,0.102,26
1965.0,5.0,16.5,7.8,0,47.8,166.2,,Cambridge,52.245,0.102,26
1965.0,6.0,19.2,9.7,0,43.2,174.8,,Cambridge,52.245,0.102,26
1965.0,7.0,18.3,10.4,0,63.6,103.4,,Cambridge,52.245,0.102,26
1965.0,8.0,20.3,10.2,0,65.4,174.0,,Cambridge,52.245,0.102,26
1965.0,9.0,17.5,8.8,0,85.6,127.0,,Cambridge,52.245,0.102,26
1965.0,10.0,15.4,6.1,2,14.8,115.1,,Cambridge,52.245,0.102,26
1965.0,11.0,8.0,1.6,14,36.9,86.5,,Cambridge,52.245,0.102,26
1965.0,12.0,7.3,1.4,8,81.7,52.0,,Cambridge,52.245,0.102,26
1966.0,1.0,4.6,0.4,16,29.6,34.0,,Cambridge,52.245,0.102,26
1966.0,2.0,8.8,3.3,8,56.7,43.6,,Cambridge,52.245,0.102,26
1966.0,3.0,10.8,2.6,7,8.5,115.9,,Cambridge,52.245,0.102,26
1966.0,4.0,11.6,4.5,2,65.4,82.2,,Cambridge,52.245,0.102,26
1966.0,5.0,16.7,6.5,0,35.8,196.7,,Cambridge,52.245,0.102,26
1966.0,6.0,21.5,10.8,0,56.9,181.6,,Cambridge,52.245,0.102,26
1966.0,7.0,19.5,11.1,0,70.4,145.5,,Cambridge,52.245,0.102,26
1966.0,8.0,20.4,10.6,0,75.0,186.6,,Cambridge,52.245,0.102,26
1966.0,9.0,19.0,10.1,0,35.0,148.3,,Cambridge,52.245,0.102,26
1966.0,10.0,14.4,7.6,0,64.7,74.9,,Cambridge,52.245,0.102,26
1966.0,11.0,8.3,2.7,5,39.9,52.2,,Cambridge,52.245,0.102,26
1966.0,12.0,8.4,2.0,7,69.6,39.9,,Cambridge,52.245,0.102,26
1967.0,1.0,7.1,2.0,8,21.8,71.9,,Cambridge,52.245,0.102,26
1967.0,2.0,8.9,2.0,7,34.7,88.3,,Cambridge,52.245,0.102,26
1967.0,3.0,11.7,4.0,0,18.9,188.3,,Cambridge,52.245,0.102,26
1967.0,4.0,12.0,4.0,3,53.1,134.7*,,Cambridge,52.245,0.102,26
1967.0,5.0,15.5,6.9,1,118.0,178.6,,Cambridge,52.245,0.102,26
1967.0,6.0,19.5,9.2,0,29.7,213.6,,Cambridge,52.245,0.102,26
1967.0,7.0,23.3,12.9,0,61.4,211.0,,Cambridge,52.245,0.102,26
1967.0,8.0,21.4,11.6,0,22.1,152.8,,Cambridge,52.245,0.102,26
1967.0,9.0,18.1,10.0,0,39.1,110.3,,Cambridge,52.245,0.102,26
1967.0,10.0,14.6,8.2,0,107.1,94.9,,Cambridge,52.245,0.102,26
1967.0,11.0,8.6,2.2,8,44.9,59.4,,Cambridge,52.245,0.102,26
1967.0,12.0,6.4,1.0,13,40.8,65.4,,Cambridge,52.245,0.102,26
1968.0,1.0,6.8,0.9,13,37.2,38.2,,Cambridge,52.245,0.102,26
1968.0,2.0,4.8,-0.5,19,17.2,40.5,,Cambridge,52.245,0.102,26
1968.0,3.0,11.1,2.9,5,10.1,130.8,,Cambridge,52.245,0.102,26
1968.0,4.0,13.6,3.7,8,36.8,172.0,,Cambridge,52.245,0.102,26
1968.0,5.0,15.0,6.0,0,32.7,149.4,,Cambridge,52.245,0.102,26
1968.0,6.0,20.1,10.3,0,75.9,172.4,,Cambridge,52.245,0.102,26
1968.0,7.0,19.5,11.3,0,83.5,127.6,,Cambridge,52.245,0.102,26
1968.0,8.0,19.6,11.7,0,93.8,120.8,,Cambridge,52.245,0.102,26
1968.0,9.0,18.4,10.7,0,85.7,118.8,,Cambridge,52.245,0.102,26
1968.0,10.0,16.1,10.1,0,42.1,64.0,,Cambridge,52.245,0.102,26
1968.0,11.0,9.0,4.3,5,30.9,28.7,,Cambridge,52.245,0.102,26
1968.0,12.0,4.8,0.8,10,39.8,18.8,,Cambridge,52.245,0.102,26
1969.0,1.0,8.4,3.4,6,58.9,36.1,,Cambridge,52.245,0.102,26
1969.0,2.0,3.5,-1.6,16,41.9,76.3,,Cambridge,52.245,0.102,26
1969.0,3.0,6.6,0.8,6,53.9,66.4,,Cambridge,52.245,0.102,26
1969.0,4.0,13.1,2.8,6,32.0,190.0,,Cambridge,52.245,0.102,26
1969.0,5.0,16.4,8.0,0,90.7,166.0,,Cambridge,52.245,0.102,26
1969.0,6.0,19.4,8.6,0,30.3,268.7,,Cambridge,52.245,0.102,26
1969.0,7.0,22.9,12.5,0,44.1,213.9,,Cambridge,52.245,0.102,26
1969.0,8.0,21.0,12.0,0,59.6,119.8,,Cambridge,52.245,0.102,26
1969.0,9.0,18.8,10.6,1,2.4,123.4,,Cambridge,52.245,0.102,26
1969.0,10.0,17.8,9.1,0,4.6,100.0,,Cambridge,52.245,0.102,26
1969.0,11.0,8.9,2.7,5,64.3,64.0,,Cambridge,52.245,0.102,26
1969.0,12.0,5.3,0.7,12,49.8,19.2,,Cambridge,52.245,0.102,26
1970.0,1.0,6.3,1.4,10,52.4,30.3,,Cambridge,52.245,0.102,26
1970.0,2.0,6.3,0.1,11,55.9,112.9,,Cambridge,52.245,0.102,26
1970.0,3.0,7.1,-0.5,16,32.3,109.0,,Cambridge,52.245,0.102,26
1970.0,4.0,10.8,3.2,5,66.4,125.4,,Cambridge,52.245,0.102,26
1970.0,5.0,18.6,8.4,0,19.6,213.3,,Cambridge,52.245,0.102,26
1970.0,6.0,22.5,10.7,0,96.5,264.8,,Cambridge,52.245,0.102,26
1970.0,7.0,20.4,11.5,0,33.1,184.3,,Cambridge,52.245,0.102,26
1970.0,8.0,21.5,11.1,0,33.2,181.0,,Cambridge,52.245,0.102,26
1970.0,9.0,19.9,10.6,0,44.2,161.3,,Cambridge,52.245,0.102,26
1970.0,10.0,15.5,7.3,0,20.3,105.8,,Cambridge,52.245,0.102,26
1970.0,11.0,11.0,4.9,2,117.8,60.0,,Cambridge,52.245,0.102,26
1970.0,12.0,6.6,1.5,12,34.6,37.8,,Cambridge,52.245,0.102,26
1971.0,1.0,7.1,2.0,9,71.6,39.6,,Cambridge,52.245,0.102,26
1971.0,2.0,7.9,1.5,7,11.8,76.6,,Cambridge,52.245,0.102,26
1971.0,3.0,8.4,1.6,9,41.2,101.8,,Cambridge,52.245,0.102,26
1971.0,4.0,11.5,4.0,2,30.3,119.6,,Cambridge,52.245,0.102,26
1971.0,5.0,17.2,6.3,2,51.9,239.8,,Cambridge,52.245,0.102,26
1971.0,6.0,16.9,9.1,0,96.4,131.0,,Cambridge,52.245,0.102,26
1971.0,7.0,22.5,12.2,0,16.3,238.3,,Cambridge,52.245,0.102,26
1971.0,8.0,20.8,12.2,0,57.4,147.2,,Cambridge,52.245,0.102,26
1971.0,9.0,20.1,8.5,0,21.4,173.1,,Cambridge,52.245,0.102,26
1971.0,10.0,16.5,5.7,1,65.0,150.4,,Cambridge,52.245,0.102,26
1971.0,11.0,9.5,1.7,11,61.9,96.4,,Cambridge,52.245,0.102,26
1971.0,12.0,8.9,3.7,2,17.0,39.5,,Cambridge,52.245,0.102,26
1972.0,1.0,6.0,1.6,8,46.0,48.6,,Cambridge,52.245,0.102,26
1972.0,2.0,7.5,1.6,5,32.7,46.1,,Cambridge,52.245,0.102,26
1972.0,3.0,11.8,2.0,5,42.1,150.0,,Cambridge,52.245,0.102,26
1972.0,4.0,12.1,5.1,0,43.9,136.1,,Cambridge,52.245,0.102,26
1972.0,5.0,15.7,6.8,0,26.0,205.2,,Cambridge,52.245,0.102,26
1972.0,6.0,17.4,8.1,0,22.7,190.0,,Cambridge,52.245,0.102,26
1972.0,7.0,20.9,11.4,0,26.8,167.0,,Cambridge,52.245,0.102,26
1972.0,8.0,20.8,10.9,0,37.6,189.1,,Cambridge,52.245,0.102,26
1972.0,9.0,16.4,8.1,0,29.9,121.4,,Cambridge,52.245,0.102,26
1972.0,10.0,15.3,6.5,1,7.8,108.1,,Cambridge,52.245,0.102,26
1972.0,11.0,9.6,3.2,7,48.9,83.3,,Cambridge,52.245,0.102,26
1972.0,12.0,8.6,2.6,2,39.0,49.8,,Cambridge,52.245,0.102,26
1973.0,1.0,6.9,1.8,8,14.8,39.7,,Cambridge,52.245,0.102,26
1973.0,2.0,7.8,0.9,11,19.8,88.5,,Cambridge,52.245,0.102,26
1973.0,3.0,11.1,2.0,4,10.4,134.4,,Cambridge,52.245,0.102,26
1973.0,4.0,12.0,3.2,3,42.5,166.0,,Cambridge,52.245,0.102,26
1973.0,5.0,16.7,7.2,0,66.5,200.8,,Cambridge,52.245,0.102,26
1973.0,6.0,21.2,9.7,0,60.6*,273.1,,Cambridge,52.245,0.102,26
1973.0,7.0,20.9,11.5,0,36.4,165.5,,Cambridge,52.245,0.102,26
1973.0,8.0,23.1,11.9,0,18.4,198.1,,Cambridge,52.245,0.102,26
1973.0,9.0,20.1,10.2,0,57.5,170.5,,Cambridge,52.245,0.102,26
1973.0,10.0,13.3,5.2,2,25.9,110.4,,Cambridge,52.245,0.102,26
1973.0,11.0,9.5,1.7,10,30.1,104.9,,Cambridge,52.245,0.102,26
1973.0,12.0,8.0,1.8,8,29.5,57.3,,Cambridge,52.245,0.102,26
1974.0,1.0,9.2,2.7,3,46.2,66.4,,Cambridge,52.245,0.102,26
1974.0,2.0,8.6,2.7,5,47.7,73.7,,Cambridge,52.245,0.102,26
1974.0,3.0,9.6,2.6,3,16.2,100.8,,Cambridge,52.245,0.102,26
1974.0,4.0,13.4,2.9,3,10.3,152.8,,Cambridge,52.245,0.102,26
1974.0,5.0,16.2,6.1,0,22.3,226.0,,Cambridge,52.245,0.102,26
1974.0,6.0,19.3,9.5,0,52.8,209.3,,Cambridge,52.245,0.102,26
1974.0,7.0,20.1,11.1,0,29.1,215.3,,Cambridge,52.245,0.102,26
1974.0,8.0,20.8,11.0,0,89.9,206.4,,Cambridge,52.245,0.102,26
1974.0,9.0,16.9,8.7,0,71.2,171.4,,Cambridge,52.245,0.102,26
1974.0,10.0,10.7,4.7,1,88.2,96.8,,Cambridge,52.245,0.102,26
1974.0,11.0,9.8,4.1,1,126.1,58.3,,Cambridge,52.245,0.102,26
1974.0,12.0,10.6,5.7,0,28.3,52.0,,Cambridge,52.245,0.102,26
1975.0,1.0,10.1,3.9,3,51.9,38.0,,Cambridge,52.245,0.102,26
1975.0,2.0,8.3,1.2,10,25.2,53.7,,Cambridge,52.245,0.102,26
1975.0,3.0,7.8,2.3,7,92.4,70.8,,Cambridge,52.245,0.102,26
1975.0,4.0,12.6,4.6,5,79.7,128.6,,Cambridge,52.245,0.102,26
1975.0,5.0,14.4,5.9,0,48.5,180.6,,Cambridge,52.245,0.102,26
1975.0,6.0,20.8,8.8,0,18.0,282.3,,Cambridge,52.245,0.102,26
1975.0,7.0,23.4,12.6,0,27.4,222.0,,Cambridge,52.245,0.102,26
1975.0,8.0,25.3,13.5,0,26.2,234.3,,Cambridge,52.245,0.102,26
1975.0,9.0,19.4,9.4,0,69.8,162.5,,Cambridge,52.245,0.102,26
1975.0,10.0,14.2,6.3,0,6.4,126.6,,Cambridge,52.245,0.102,26
1975.0,11.0,9.1,2.4,9,37.6,70.6,,Cambridge,52.245,0.102,26
1975.0,12.0,7.4,1.7,10,28.1,30.5,,Cambridge,52.245,0.102,26
1976.0,1.0,8.3,3.1,9,29.2,52.9,,Cambridge,52.245,0.102,26
1976.0,2.0,7.2,1.5,9,14.4,53.5,,Cambridge,52.245,0.102,26
1976.0,3.0,9.0,0.9,12,15.7,116.0,,Cambridge,52.245,0.102,26
1976.0,4.0,12.9,3.9,4,21.4,175.0,,Cambridge,52.245,0.102,26
1976.0,5.0,17.9,7.6,0,31.1,197.8,,Cambridge,52.245,0.102,26
1976.0,6.0,24.5,11.4,0,8.3,277.8,,Cambridge,52.245,0.102,26
1976.0,7.0,25.7,12.4,0,36.2,282.2,,Cambridge,52.245,0.102,26
1976.0,8.0,24.2,10.7,0,33.2,238.2,,Cambridge,52.245,0.102,26
1976.0,9.0,18.1,9.7,0,72.7,117.1,,Cambridge,52.245,0.102,26
1976.0,10.0,14.4,8.2,0,85.2,57.3,,Cambridge,52.245,0.102,26
1976.0,11.0,9.3,3.4,2,76.3,71.9,,Cambridge,52.245,0.102,26
1976.0,12.0,4.5,-0.4,13,74.6,61.2,,Cambridge,52.245,0.102,26
1977.0,1.0,5.3,0.6,12,45.7,43.5,,Cambridge,52.245,0.102,26
1977.0,2.0,9.0,2.6,3,64.7,65.1,,Cambridge,52.245,0.102,26
1977.0,3.0,11.0,3.6,5,33.7,98.8,,Cambridge,52.245,0.102,26
1977.0,4.0,12.2,3.3,8,29.2,173.5,,Cambridge,52.245,0.102,26
1977.0,5.0,15.7,5.5,0,39.9,236.8,,Cambridge,52.245,0.102,26
1977.0,6.0,16.6,7.3,0,53.9,138.5,,Cambridge,52.245,0.102,26
1977.0,7.0,21.3,10.2,0,4.7,208.7,,Cambridge,52.245,0.102,26
1977.0,8.0,20.0,10.1,0,128.0,149.9,,Cambridge,52.245,0.102,26
1977.0,9.0,18.1,9.3,0,13.7,126.5,,Cambridge,52.245,0.102,26
1977.0,10.0,16.2,8.0,0,21.2,120.0,,Cambridge,52.245,0.102,26
1977.0,11.0,9.6,3.7,4,48.3,86.9,,Cambridge,52.245,0.102,26
1977.0,12.0,9.0,3.9,3,51.6,48.8,,Cambridge,52.245,0.102,26
1978.0,1.0,5.9,-0.7,15,61.5,39.6,,Cambridge,52.245,0.102,26
1978.0,2.0,5.4,0.1,14,39.0,54.4,,Cambridge,52.245,0.102,26
1978.0,3.0,11.1,3.2,2,58.9,116.1,,Cambridge,52.245,0.102,26
1978.0,4.0,10.3,2.6,4,44.7,103.2,,Cambridge,52.245,0.102,26
1978.0,5.0,16.0,6.1,0,77.9,187.4,,Cambridge,52.245,0.102,26
1978.0,6.0,18.9,9.3,0,45.9,154.8,,Cambridge,52.245,0.102,26
1978.0,7.0,19.4,10.4,0,36.9,112.7,,Cambridge,52.245,0.102,26
1978.0,8.0,20.2,11.1,0,32.8,137.1,,Cambridge,52.245,0.102,26
1978.0,9.0,19.3,10.8,0,40.2,163.1,,Cambridge,52.245,0.102,26
1978.0,10.0,16.3,8.6,0,5.2,98.7,,Cambridge,52.245,0.102,26
1978.0,11.0,11.7,5.0,5,13.7,84.9,,Cambridge,52.245,0.102,26
1978.0,12.0,6.7,1.6,10,99.3,37.2,,Cambridge,52.245,0.102,26
1979.0,1.0,2.5,-3.0,23,42.8,56.4,,Cambridge,52.245,0.102,26
1979.0,2.0,3.5,-1.3,19,46.3,44.0,,Cambridge,52.245,0.102,26
1979.0,3.0,8.4,1.8,3,84.2,94.1,,Cambridge,52.245,0.102,26
1979.0,4.0,12.1,4.2,1,33.2,113.8,,Cambridge,52.245,0.102,26
1979.0,5.0,15.9,6.6,1,94.6,201.1,,Cambridge,52.245,0.102,26
1979.0,6.0,18.9,9.8,0,13.3,177.8,,Cambridge,52.245,0.102,26
1979.0,7.0,21.8,11.8,0,11.9,178.2,,Cambridge,52.245,0.102,26
1979.0,8.0,20.4,11.0,0,74.7,170.7,,Cambridge,52.245,0.102,26
1979.0,9.0,19.3,9.6,0,18.8,181.0,,Cambridge,52.245,0.102,26
1979.0,10.0,15.5,7.2,0,61.4,120.0,,Cambridge,52.245,0.102,26
1979.0,11.0,10.0,3.2,3,43.1,68.1,,Cambridge,52.245,0.102,26
1979.0,12.0,8.8,3.3,4,104.0,62.4,,Cambridge,52.245,0.102,26
1980.0,1.0,5.6,-0.2,12,33.7,65.0,,Cambridge,52.245,0.102,26
1980.0,2.0,9.1,2.6,6,42.9,49.1,,Cambridge,52.245,0.102,26
1980.0,3.0,8.5,1.8,7,57.5,80.5,,Cambridge,52.245,0.102,26
1980.0,4.0,13.3,4.0,2,17.9,160.8,,Cambridge,52.245,0.102,26
1980.0,5.0,16.4,5.7,2,7.6,229.6,,Cambridge,52.245,0.102,26
1980.0,6.0,19.3,10.2,0,77.2,195.8,,Cambridge,52.245,0.102,26
1980.0,7.0,19.3,10.8,0,55.9,161.8,,Cambridge,52.245,0.102,26
1980.0,8.0,21.3,12.1,0,56.4,155.3,,Cambridge,52.245,0.102,26
1980.0,9.0,19.5,11.1,0,13.4,155.6,,Cambridge,52.245,0.102,26
1980.0,10.0,13.3,5.4,3,58.3,136.5,,Cambridge,52.245,0.102,26
1980.0,11.0,8.9,3.7,4,41.2,55.7,,Cambridge,52.245,0.102,26
1980.0,12.0,8.2,2.2,8,29.6,64.7,,Cambridge,52.245,0.102,26
1981.0,1.0,7.4,1.7,12,35.8,50.4,,Cambridge,52.245,0.102,26
1981.0,2.0,6.1,-0.2,17,15.8,62.6,,Cambridge,52.245,0.102,26
1981.0,3.0,11.0,5.6,0,97.2,60.1,,Cambridge,52.245,0.102,26
1981.0,4.0,11.7,3.8,3,56.0,143.3,,Cambridge,52.245,0.102,26
1981.0,5.0,15.8,7.4,1,58.2,152.6,,Cambridge,52.245,0.102,26
1981.0,6.0,18.1,9.7,0,14.2,165.0,,Cambridge,52.245,0.102,26
1981.0,7.0,20.8,11.7,0,73.5,161.6,,Cambridge,52.245,0.102,26
1981.0,8.0,21.7,11.9,0,27.3,180.0,,Cambridge,52.245,0.102,26
1981.0,9.0,19.9,10.6,0,62.1,170.8,,Cambridge,52.245,0.102,26
1981.0,10.0,12.4,5.5,2,72.0,140.3,,Cambridge,52.245,0.102,26
1981.0,11.0,10.9,4.5,2,27.2,65.2,,Cambridge,52.245,0.102,26
1981.0,12.0,3.0,-2.7,19,31.2,39.6,,Cambridge,52.245,0.102,26
1982.0,1.0,5.6,-1.1,14,35.2,51.7,,Cambridge,52.245,0.102,26
1982.0,2.0,7.9,1.8,6,20.3,47.3,,Cambridge,52.245,0.102,26
1982.0,3.0,10.5,2.3,4,42.8,169.9,,Cambridge,52.245,0.102,26
1982.0,4.0,13.4,3.9,4,10.0,160.6,,Cambridge,52.245,0.102,26
1982.0,5.0,17.3,6.4,1,51.1,252.6,,Cambridge,52.245,0.102,26
1982.0,6.0,20.2,11.9,0,107.4,163.6,,Cambridge,52.245,0.102,26
1982.0,7.0,21.8,12.2,0,53.1,184.3,,Cambridge,52.245,0.102,26
1982.0,8.0,21.3,12.0,0,72.3,187.8,,Cambridge,52.245,0.102,26
1982.0,9.0,19.9,10.3,0,53.8,162.3,,Cambridge,52.245,0.102,26
1982.0,10.0,13.6,7.5,0,125.8,82.9,,Cambridge,52.245,0.102,26
1982.0,11.0,10.6,5.6,4,65.8,63.3,,Cambridge,52.245,0.102,26
1982.0,12.0,7.2,1.1,14,48.9,56.6,,Cambridge,52.245,0.102,26
1983.0,1.0,9.5,3.9,2,36.6,62.0,,Cambridge,52.245,0.102,26
1983.0,2.0,4.5,-1.0,17,42.7,95.2,,Cambridge,52.245,0.102,26
1983.0,3.0,10.2,3.2,1,35.4,87.8,,Cambridge,52.245,0.102,26
1983.0,4.0,11.6,3.0,3,86.2,147.9,,Cambridge,52.245,0.102,26
1983.0,5.0,14.8,6.7,0,101.8,147.0,,Cambridge,52.245,0.102,26
1983.0,6.0,19.4,10.2,0,33.3,193.1,,Cambridge,52.245,0.102,26
1983.0,7.0,25.8,13.5,0,48.6,242.4,,Cambridge,52.245,0.102,26
1983.0,8.0,23.4,12.6,0,10.5,220.8,,Cambridge,52.245,0.102,26
1983.0,9.0,18.2,10.9,0,70.3,127.1,,Cambridge,52.245,0.102,26
1983.0,10.0,14.7,7.1,3,33.5,134.7,,Cambridge,52.245,0.102,26
1983.0,11.0,10.4,4.8,6,45.4,38.8,,Cambridge,52.245,0.102,26
1983.0,12.0,8.3,2.8,8,35.8,60.9,,Cambridge,52.245,0.102,26
1984.0,1.0,6.9,0.6,9,61.9,96.5,,Cambridge,52.245,0.102,26
1984.0,2.0,6.2,0.6,8,42.0,67.0,,Cambridge,52.245,0.102,26
1984.0,3.0,8.0,1.9,4,31.0,44.9,,Cambridge,52.245,0.102,26
1984.0,4.0,13.4,2.0,5,13.6,231.0,,Cambridge,52.245,0.102,26
1984.0,5.0,14.0,5.1,0,76.1,130.3,,Cambridge,52.245,0.102,26
1984.0,6.0,19.5,10.0,0,48.9,210.0,,Cambridge,52.245,0.102,26
1984.0,7.0,22.3,11.2,0,15.0,213.6,,Cambridge,52.245,0.102,26
1984.0,8.0,23.6,12.4,0,60.9,199.1,,Cambridge,52.245,0.102,26
1984.0,9.0,17.5,10.5,0,113.3,103.5,,Cambridge,52.245,0.102,26
1984.0,10.0,15.6,7.6,0,48.9,113.5,,Cambridge,52.245,0.102,26
1984.0,11.0,11.2,5.9,0,87.6,49.0,,Cambridge,52.245,0.102,26
1984.0,12.0,8.2,2.6,9,35.1,67.5,,Cambridge,52.245,0.102,26
1985.0,1.0,3.4,-2.2,23,37.3,40.7,,Cambridge,52.245,0.102,26
1985.0,2.0,4.9,-1.9,13,14.6,79.0,,Cambridge,52.245,0.102,26
1985.0,3.0,8.7,1.1,10,45.8,97.8,,Cambridge,52.245,0.102,26
1985.0,4.0,12.9,4.9,2,31.2,139.3,,Cambridge,52.245,0.102,26
1985.0,5.0,15.4,7.1,0,49.0,132.7,,Cambridge,52.245,0.102,26
1985.0,6.0,17.4,8.7,0,107.0,142.9,,Cambridge,52.245,0.102,26
1985.0,7.0,21.8,12.4,0,38.5,194.4,,Cambridge,52.245,0.102,26
1985.0,8.0,20.1,11.2,0,50.9,158.4,,Cambridge,52.245,0.102,26
1985.0,9.0,20.1,10.6,0,18.6,123.1,,Cambridge,52.245,0.102,26
1985.0,10.0,15.6,7.3,1,12.4,111.9,,Cambridge,52.245,0.102,26
1985.0,11.0,7.1,1.1,11,35.3,93.3,,Cambridge,52.245,0.102,26
1985.0,12.0,9.2,4.8,4,73.1,29.0,,Cambridge,52.245,0.102,26
1986.0,1.0,6.3,0.8,9,50.2,75.0,,Cambridge,52.245,0.102,26
1986.0,2.0,0.8,-4.0,24,10.4,60.2,,Cambridge,52.245,0.102,26
